,var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var2(t)
6711,422.0,14.0,23.0,1014.0,SE,5.37,0.0,0.0,310.0
6712,310.0,12.0,24.0,1013.0,SE,7.16,0.0,0.0,175.0
6713,175.0,10.0,24.0,1013.0,SE,11.18,0.0,0.0,253.0
6714,253.0,12.0,21.0,1013.0,SE,12.97,0.0,0.0,263.0
6715,263.0,13.0,18.0,1013.0,cv,0.89,0.0,0.0,223.0
6716,223.0,13.0,16.0,1013.0,cv,1.78,0.0,0.0,400.0
6717,400.0,13.0,14.0,1013.0,NE,0.89,0.0,0.0,470.0
6718,470.0,13.0,14.0,1013.0,cv,0.89,0.0,0.0,459.0
6719,459.0,13.0,14.0,1013.0,cv,1.78,0.0,0.0,378.0
6720,378.0,13.0,14.0,1013.0,SE,1.79,0.0,0.0,290.0
6721,290.0,13.0,14.0,1013.0,SE,2.68,0.0,0.0,290.0
6722,290.0,12.0,13.0,1013.0,SE,3.57,0.0,0.0,287.0
6723,287.0,11.0,12.0,1013.0,SE,4.46,0.0,0.0,283.0
6724,283.0,12.0,12.0,1012.0,cv,0.89,0.0,0.0,283.0
6725,283.0,11.0,12.0,1012.0,cv,1.78,0.0,0.0,337.0
6726,337.0,11.0,12.0,1012.0,cv,2.67,0.0,0.0,329.0
6727,329.0,11.0,11.0,1012.0,cv,3.12,0.0,0.0,311.0
6728,311.0,10.0,11.0,1012.0,NW,0.89,0.0,0.0,318.0
6729,318.0,12.0,13.0,1012.0,NE,0.89,0.0,0.0,335.0
6730,335.0,12.0,14.0,1012.0,cv,0.89,0.0,0.0,324.0
6731,324.0,12.0,16.0,1012.0,cv,1.78,0.0,0.0,307.0
6732,307.0,13.0,17.0,1011.0,cv,2.67,0.0,0.0,323.0
6733,323.0,13.0,19.0,1011.0,cv,3.56,0.0,0.0,350.0
6734,350.0,13.0,20.0,1010.0,SE,1.79,0.0,0.0,374.0
6735,374.0,14.0,20.0,1009.0,SE,3.58,0.0,0.0,396.0
6736,396.0,14.0,21.0,1009.0,SE,5.37,0.0,0.0,435.0
6737,435.0,14.0,21.0,1008.0,cv,0.89,0.0,0.0,412.0
6738,412.0,15.0,20.0,1008.0,SE,0.89,0.0,0.0,449.0
6739,449.0,14.0,17.0,1009.0,NE,0.89,0.0,0.0,429.0
6740,429.0,14.0,16.0,1009.0,NW,1.79,0.0,0.0,411.0
6741,411.0,14.0,15.0,1010.0,NW,2.68,0.0,0.0,430.0
6742,430.0,13.0,14.0,1010.0,NE,0.89,0.0,0.0,431.0
6743,431.0,13.0,14.0,1010.0,NE,1.78,0.0,0.0,440.0
6744,440.0,13.0,14.0,1010.0,NE,2.67,0.0,0.0,434.0
6745,434.0,13.0,13.0,1010.0,NE,3.56,0.0,0.0,438.0
6746,438.0,12.0,12.0,1010.0,NE,4.45,0.0,0.0,416.0
6747,416.0,12.0,13.0,1011.0,NW,0.89,0.0,0.0,417.0
6748,417.0,12.0,13.0,1010.0,NE,0.89,0.0,0.0,394.0
6749,394.0,12.0,12.0,1010.0,cv,0.89,0.0,0.0,380.0
6750,380.0,12.0,12.0,1011.0,NE,0.89,0.0,0.0,376.0
6751,376.0,12.0,12.0,1011.0,SE,0.89,0.0,0.0,385.0
6752,385.0,13.0,13.0,1011.0,cv,0.89,0.0,0.0,383.0
6753,383.0,13.0,14.0,1012.0,NE,0.89,0.0,0.0,397.0
6754,397.0,14.0,15.0,1012.0,SE,0.89,0.0,0.0,392.0
6755,392.0,14.0,16.0,1013.0,cv,0.89,0.0,0.0,408.0
6756,408.0,15.0,17.0,1012.0,SE,1.79,0.0,0.0,428.0
6757,428.0,15.0,18.0,1011.0,SE,3.58,0.0,0.0,420.0
6758,420.0,14.0,18.0,1011.0,SE,5.37,0.0,0.0,399.0
6759,399.0,14.0,19.0,1010.0,cv,0.89,0.0,0.0,391.0
6760,391.0,15.0,18.0,1010.0,cv,1.34,0.0,1.0,393.0
6761,393.0,16.0,17.0,1010.0,cv,1.79,0.0,2.0,415.0
6762,415.0,16.0,17.0,1011.0,SE,3.13,0.0,3.0,395.0
6763,395.0,16.0,16.0,1011.0,NE,0.89,0.0,4.0,420.0
6764,420.0,16.0,16.0,1011.0,SE,1.79,0.0,5.0,414.0
6765,414.0,16.0,17.0,1011.0,cv,0.89,0.0,0.0,394.0
6766,394.0,16.0,17.0,1012.0,SE,3.13,0.0,1.0,348.0
6767,348.0,15.0,16.0,1012.0,NW,7.15,0.0,2.0,74.0
6768,74.0,13.0,15.0,1013.0,NW,12.07,0.0,4.0,32.0
6769,32.0,12.0,14.0,1013.0,NW,17.88,0.0,5.0,17.0
6770,17.0,12.0,13.0,1014.0,NW,23.69,0.0,6.0,6.0
6771,6.0,11.0,13.0,1013.0,NW,27.71,0.0,7.0,5.0
6772,5.0,11.0,13.0,1013.0,NW,32.63,0.0,0.0,4.0
6773,4.0,9.0,14.0,1013.0,NW,38.44,0.0,0.0,6.0
6774,6.0,7.0,14.0,1014.0,NW,45.59,0.0,0.0,8.0
6775,8.0,7.0,11.0,1015.0,NW,48.72,0.0,0.0,16.0
6776,16.0,8.0,12.0,1016.0,NW,50.51,0.0,0.0,2.0
6777,2.0,8.0,14.0,1017.0,NE,3.13,0.0,0.0,4.0
6778,4.0,8.0,15.0,1018.0,NE,8.05,0.0,0.0,7.0
6779,7.0,7.0,16.0,1018.0,NE,12.07,0.0,0.0,5.0
6780,5.0,6.0,17.0,1018.0,NE,16.99,0.0,0.0,4.0
6781,4.0,5.0,18.0,1018.0,NW,4.92,0.0,0.0,7.0
6782,7.0,6.0,18.0,1018.0,NE,4.02,0.0,0.0,7.0
6783,7.0,5.0,19.0,1018.0,NE,8.04,0.0,0.0,7.0
6784,7.0,5.0,19.0,1018.0,NE,11.17,0.0,0.0,10.0
6785,10.0,6.0,19.0,1019.0,NE,15.19,0.0,0.0,10.0
6786,10.0,5.0,17.0,1019.0,NE,16.98,0.0,0.0,13.0
6787,13.0,4.0,17.0,1020.0,NW,1.79,0.0,0.0,17.0
6788,17.0,4.0,15.0,1021.0,NW,5.81,0.0,0.0,9.0
6789,9.0,4.0,13.0,1022.0,NE,1.79,0.0,0.0,11.0
6790,11.0,4.0,12.0,1023.0,NE,3.58,0.0,0.0,21.0
6791,21.0,6.0,10.0,1023.0,cv,0.89,0.0,0.0,21.0
6792,21.0,6.0,10.0,1023.0,NW,0.89,0.0,0.0,37.0
6793,37.0,6.0,8.0,1024.0,NW,2.68,0.0,0.0,30.0
6794,30.0,5.0,8.0,1024.0,cv,0.89,0.0,0.0,45.0
6795,45.0,6.0,7.0,1024.0,NW,1.79,0.0,0.0,56.0
6796,56.0,6.0,7.0,1024.0,cv,0.89,0.0,0.0,42.0
6797,42.0,6.0,7.0,1024.0,cv,1.34,0.0,0.0,51.0
6798,51.0,6.0,6.0,1024.0,cv,2.23,0.0,0.0,33.0
6799,33.0,5.0,6.0,1024.0,NW,3.13,0.0,0.0,48.0
6800,48.0,6.0,7.0,1024.0,cv,0.89,0.0,0.0,42.0
6801,42.0,7.0,10.0,1024.0,NW,1.79,0.0,0.0,32.0
6802,32.0,6.0,12.0,1025.0,NW,3.58,0.0,0.0,29.0
6803,29.0,4.0,14.0,1024.0,NW,5.37,0.0,0.0,31.0
6804,31.0,5.0,16.0,1023.0,NW,7.16,0.0,0.0,22.0
6805,22.0,5.0,18.0,1023.0,cv,0.89,0.0,0.0,24.0
6806,24.0,4.0,18.0,1021.0,cv,2.68,0.0,0.0,0.0
6807,0.0,4.0,19.0,1020.0,NW,3.13,0.0,0.0,0.0
6808,0.0,4.0,20.0,1020.0,SE,3.13,0.0,0.0,40.0
6809,40.0,5.0,19.0,1020.0,SE,6.26,0.0,0.0,32.0
6810,32.0,6.0,17.0,1019.0,SE,9.39,0.0,0.0,45.0
6811,45.0,6.0,15.0,1019.0,SE,12.52,0.0,0.0,55.0
6812,55.0,7.0,14.0,1020.0,SE,14.31,0.0,0.0,75.0
6813,75.0,8.0,13.0,1020.0,SE,15.2,0.0,0.0,107.0
6814,107.0,9.0,12.0,1020.0,SE,16.09,0.0,0.0,125.0
6815,125.0,8.0,11.0,1020.0,cv,0.89,0.0,0.0,154.0
6816,154.0,8.0,11.0,1020.0,cv,1.78,0.0,0.0,168.0
6817,168.0,8.0,10.0,1019.0,cv,2.67,0.0,0.0,187.0
6818,187.0,8.0,9.0,1019.0,cv,3.56,0.0,0.0,163.0
6819,163.0,8.0,9.0,1019.0,cv,4.01,0.0,0.0,143.0
6820,143.0,8.0,8.0,1019.0,cv,4.46,0.0,0.0,118.0
6821,118.0,8.0,8.0,1018.0,cv,4.91,0.0,0.0,111.0
6822,111.0,7.0,8.0,1018.0,NW,0.89,0.0,0.0,99.0
6823,99.0,7.0,7.0,1018.0,NE,0.89,0.0,0.0,86.0
6824,86.0,7.0,8.0,1018.0,NW,1.79,0.0,0.0,66.0
6825,66.0,8.0,10.0,1019.0,NW,2.68,0.0,0.0,56.0
6826,56.0,9.0,13.0,1019.0,cv,0.89,0.0,0.0,55.0
6827,55.0,9.0,16.0,1019.0,NW,1.79,0.0,0.0,63.0
6828,63.0,8.0,17.0,1018.0,cv,0.89,0.0,0.0,67.0
6829,67.0,7.0,19.0,1017.0,NW,1.79,0.0,0.0,70.0
6830,70.0,8.0,21.0,1016.0,SE,1.79,0.0,0.0,91.0
6831,91.0,8.0,22.0,1015.0,SE,4.92,0.0,0.0,107.0
6832,107.0,7.0,22.0,1014.0,SE,8.94,0.0,0.0,137.0
6833,137.0,8.0,22.0,1013.0,SE,12.96,0.0,0.0,102.0
6834,102.0,9.0,20.0,1013.0,SE,16.09,0.0,0.0,114.0
6835,114.0,9.0,18.0,1014.0,SE,19.22,0.0,0.0,148.0
6836,148.0,11.0,15.0,1014.0,cv,0.89,0.0,0.0,164.0
6837,164.0,12.0,14.0,1015.0,SE,0.89,0.0,0.0,193.0
6838,193.0,11.0,15.0,1015.0,cv,0.89,0.0,0.0,164.0
6839,164.0,10.0,12.0,1016.0,NW,3.13,0.0,0.0,118.0
6840,118.0,11.0,14.0,1017.0,NW,7.15,0.0,0.0,41.0
6841,41.0,9.0,15.0,1017.0,NW,8.94,0.0,0.0,17.0
6842,17.0,8.0,13.0,1018.0,NW,12.07,0.0,0.0,13.0
6843,13.0,0.0,15.0,1018.0,NW,16.99,0.0,0.0,13.0
6844,13.0,3.0,11.0,1019.0,SE,1.79,0.0,0.0,10.0
6845,10.0,1.0,12.0,1019.0,NW,4.92,0.0,0.0,5.0
6846,5.0,0.0,11.0,1020.0,NW,8.05,0.0,0.0,2.0
6847,2.0,1.0,9.0,1020.0,NW,9.84,0.0,0.0,7.0
6848,7.0,1.0,8.0,1021.0,NW,12.97,0.0,0.0,22.0
6849,22.0,-2.0,14.0,1022.0,NW,16.99,0.0,0.0,12.0
6850,12.0,-2.0,16.0,1022.0,NW,21.01,0.0,0.0,22.0
6851,22.0,-3.0,18.0,1021.0,NW,26.82,0.0,0.0,11.0
6852,11.0,-3.0,19.0,1021.0,NW,36.65,0.0,0.0,16.0
6853,16.0,-2.0,19.0,1020.0,NW,42.46,0.0,0.0,18.0
6854,18.0,-1.0,20.0,1019.0,NW,47.38,0.0,0.0,7.0
6855,7.0,-1.0,20.0,1018.0,NW,54.53,0.0,0.0,17.0
6856,17.0,-1.0,20.0,1017.0,NW,61.68,0.0,0.0,11.0
6857,11.0,-1.0,20.0,1018.0,NW,69.73,0.0,0.0,18.0
6858,18.0,-2.0,19.0,1018.0,NW,77.78,0.0,0.0,21.0
6859,21.0,-2.0,18.0,1018.0,NW,84.93,0.0,0.0,16.0
6860,16.0,-2.0,17.0,1019.0,NW,90.74,0.0,0.0,22.0
6861,22.0,1.0,12.0,1020.0,NW,93.87,0.0,0.0,13.0
6862,13.0,0.0,12.0,1020.0,NW,97.0,0.0,0.0,21.0
6863,21.0,0.0,11.0,1021.0,NW,100.13,0.0,0.0,30.0
6864,30.0,-2.0,15.0,1021.0,NW,104.15,0.0,0.0,19.0
6865,19.0,-2.0,14.0,1021.0,NW,109.07,0.0,0.0,19.0
6866,19.0,-3.0,13.0,1020.0,NW,114.88,0.0,0.0,15.0
6867,15.0,-3.0,13.0,1020.0,NW,119.8,0.0,0.0,18.0
6868,18.0,-1.0,12.0,1020.0,NW,121.59,0.0,0.0,56.0
6869,56.0,0.0,11.0,1019.0,NW,123.38,0.0,0.0,38.0
6870,38.0,0.0,10.0,1019.0,NW,125.17,0.0,0.0,18.0
6871,18.0,-1.0,11.0,1019.0,NW,129.19,0.0,0.0,48.0
6872,48.0,-2.0,11.0,1019.0,NW,133.21,0.0,0.0,37.0
6873,37.0,-2.0,13.0,1019.0,NW,136.34,0.0,0.0,19.0
6874,19.0,-1.0,14.0,1019.0,NW,140.36,0.0,0.0,9.0
6875,9.0,-2.0,17.0,1018.0,NW,144.38,0.0,0.0,8.0
6876,8.0,-2.0,18.0,1017.0,NW,147.51,0.0,0.0,23.0
6877,23.0,-2.0,19.0,1016.0,SE,4.92,0.0,0.0,24.0
6878,24.0,-1.0,20.0,1014.0,SE,10.73,0.0,0.0,26.0
6879,26.0,1.0,20.0,1013.0,SE,17.88,0.0,0.0,31.0
6880,31.0,0.0,20.0,1012.0,SE,25.03,0.0,0.0,46.0
6881,46.0,0.0,20.0,1011.0,SE,33.08,0.0,0.0,67.0
6882,67.0,1.0,19.0,1011.0,SE,38.89,0.0,0.0,73.0
6883,73.0,1.0,18.0,1011.0,SE,44.7,0.0,0.0,67.0
6884,67.0,1.0,19.0,1011.0,SE,53.64,0.0,0.0,71.0
6885,71.0,2.0,18.0,1012.0,cv,3.13,0.0,0.0,64.0
6886,64.0,5.0,12.0,1013.0,cv,4.02,0.0,0.0,77.0
6887,77.0,5.0,9.0,1013.0,NW,1.79,0.0,0.0,71.0
6888,71.0,5.0,8.0,1013.0,NW,2.68,0.0,0.0,111.0
6889,111.0,6.0,9.0,1014.0,cv,0.89,0.0,0.0,125.0
6890,125.0,5.0,7.0,1014.0,cv,1.78,0.0,0.0,133.0
6891,133.0,5.0,6.0,1015.0,NW,1.79,0.0,0.0,134.0
6892,134.0,4.0,6.0,1015.0,NW,4.92,0.0,0.0,143.0
6893,143.0,4.0,5.0,1015.0,NW,8.94,0.0,0.0,123.0
6894,123.0,4.0,6.0,1015.0,NW,12.07,0.0,0.0,97.0
6895,97.0,4.0,5.0,1016.0,cv,0.45,0.0,0.0,73.0
6896,73.0,4.0,6.0,1017.0,NW,1.79,0.0,0.0,37.0
6897,37.0,5.0,11.0,1018.0,NW,5.81,0.0,0.0,34.0
6898,34.0,2.0,15.0,1018.0,NE,4.02,0.0,0.0,63.0
6899,63.0,5.0,16.0,1019.0,SE,4.02,0.0,0.0,106.0
6900,106.0,5.0,16.0,1019.0,SE,9.83,0.0,0.0,123.0
6901,123.0,6.0,17.0,1019.0,SE,13.85,0.0,0.0,79.0
6902,79.0,7.0,18.0,1018.0,SE,17.87,0.0,0.0,50.0
6903,50.0,8.0,18.0,1018.0,SE,21.89,0.0,0.0,46.0
6904,46.0,7.0,18.0,1018.0,SE,25.91,0.0,0.0,45.0
6905,45.0,7.0,18.0,1018.0,SE,29.04,0.0,0.0,47.0
6906,47.0,7.0,16.0,1018.0,SE,33.06,0.0,0.0,49.0
6907,49.0,7.0,15.0,1019.0,SE,36.19,0.0,0.0,53.0
6908,53.0,6.0,13.0,1020.0,SE,39.32,0.0,0.0,49.0
6909,49.0,6.0,13.0,1022.0,SE,44.24,0.0,0.0,46.0
6910,46.0,5.0,13.0,1023.0,SE,49.16,0.0,0.0,32.0
6911,32.0,3.0,11.0,1025.0,SE,54.97,0.0,0.0,32.0
6912,32.0,2.0,11.0,1025.0,SE,58.99,0.0,0.0,23.0
6913,23.0,1.0,11.0,1026.0,SE,63.01,0.0,0.0,31.0
6914,31.0,0.0,10.0,1027.0,SE,67.03,0.0,0.0,27.0
6915,27.0,-2.0,10.0,1027.0,SE,70.16,0.0,0.0,24.0
6916,24.0,-4.0,9.0,1027.0,SE,73.29,0.0,0.0,20.0
6917,20.0,-5.0,8.0,1027.0,SE,76.42,0.0,0.0,23.0
6918,23.0,-6.0,8.0,1028.0,SE,79.55,0.0,0.0,34.0
6919,34.0,-6.0,8.0,1028.0,SE,82.68,0.0,0.0,34.0
6920,34.0,-6.0,8.0,1029.0,SE,85.81,0.0,0.0,44.0
6921,44.0,-5.0,8.0,1029.0,SE,88.94,0.0,0.0,41.0
6922,41.0,-4.0,8.0,1030.0,SE,90.73,0.0,0.0,39.0
6923,39.0,-4.0,8.0,1030.0,SE,92.52,0.0,0.0,38.0
6924,38.0,-5.0,9.0,1030.0,SE,95.65,0.0,0.0,40.0
6925,40.0,-5.0,9.0,1030.0,SE,97.44,0.0,0.0,46.0
6926,46.0,-4.0,9.0,1029.0,SE,99.23,0.0,0.0,47.0
6927,47.0,-4.0,9.0,1028.0,SE,101.02,0.0,0.0,44.0
6928,44.0,-4.0,9.0,1028.0,SE,102.81,0.0,0.0,51.0
6929,51.0,-4.0,9.0,1028.0,SE,104.6,0.0,0.0,64.0
6930,64.0,-3.0,9.0,1027.0,SE,106.39,0.0,0.0,59.0
6931,59.0,-3.0,8.0,1028.0,cv,0.89,0.0,0.0,64.0
6932,64.0,-1.0,8.0,1028.0,cv,1.78,0.0,0.0,62.0
6933,62.0,0.0,8.0,1029.0,cv,2.67,0.0,0.0,73.0
6934,73.0,0.0,8.0,1029.0,cv,3.56,0.0,0.0,80.0
6935,80.0,2.0,8.0,1029.0,SE,0.89,0.0,0.0,89.0
6936,89.0,3.0,8.0,1029.0,cv,0.45,0.0,0.0,81.0
6937,81.0,1.0,8.0,1029.0,SE,0.89,0.0,0.0,73.0
6938,73.0,1.0,8.0,1029.0,SE,1.78,0.0,0.0,92.0
6939,92.0,1.0,8.0,1028.0,cv,0.89,0.0,0.0,86.0
6940,86.0,1.0,8.0,1028.0,SE,0.89,0.0,0.0,90.0
6941,90.0,2.0,8.0,1028.0,cv,0.89,0.0,0.0,80.0
6942,80.0,2.0,8.0,1028.0,cv,1.78,0.0,0.0,71.0
6943,71.0,2.0,8.0,1028.0,cv,2.67,0.0,0.0,83.0
6944,83.0,1.0,8.0,1028.0,cv,3.56,0.0,0.0,77.0
6945,77.0,0.0,8.0,1029.0,cv,4.45,0.0,0.0,69.0
6946,69.0,0.0,8.0,1029.0,SE,3.13,0.0,0.0,64.0
6947,64.0,2.0,8.0,1028.0,cv,0.45,0.0,0.0,66.0
6948,66.0,3.0,8.0,1027.0,NW,3.13,0.0,0.0,71.0
6949,71.0,2.0,8.0,1027.0,NW,4.92,0.0,0.0,75.0
6950,75.0,5.0,7.0,1026.0,NW,9.84,0.0,1.0,79.0
6951,79.0,5.0,6.0,1025.0,NW,12.97,0.0,2.0,75.0
6952,75.0,5.0,6.0,1025.0,NW,16.99,0.0,3.0,68.0
6953,68.0,6.0,6.0,1025.0,NW,20.12,0.0,4.0,64.0
6954,64.0,6.0,6.0,1025.0,NW,23.25,0.0,5.0,50.0
6955,50.0,6.0,6.0,1025.0,NW,26.38,0.0,6.0,47.0
6956,47.0,6.0,6.0,1026.0,cv,0.89,0.0,7.0,47.0
6957,47.0,6.0,6.0,1026.0,NW,1.79,0.0,8.0,41.0
6958,41.0,6.0,7.0,1026.0,cv,0.89,0.0,9.0,38.0
6959,38.0,6.0,6.0,1026.0,cv,1.78,0.0,10.0,39.0
6960,39.0,6.0,7.0,1026.0,SE,1.79,0.0,0.0,42.0
6961,42.0,5.0,7.0,1026.0,NW,1.79,0.0,0.0,43.0
6962,43.0,6.0,7.0,1025.0,SE,3.13,0.0,0.0,40.0
6963,40.0,6.0,7.0,1025.0,cv,0.89,0.0,0.0,45.0
6964,45.0,6.0,7.0,1025.0,cv,1.78,0.0,0.0,52.0
6965,52.0,6.0,7.0,1025.0,SE,0.89,0.0,0.0,57.0
6966,57.0,6.0,7.0,1025.0,SE,1.78,0.0,0.0,61.0
6967,61.0,6.0,7.0,1026.0,cv,0.89,0.0,0.0,57.0
6968,57.0,7.0,7.0,1026.0,cv,1.34,0.0,0.0,63.0
6969,63.0,7.0,8.0,1027.0,SE,0.89,0.0,0.0,73.0
6970,73.0,7.0,8.0,1028.0,cv,0.89,0.0,0.0,60.0
6971,60.0,7.0,8.0,1028.0,cv,1.78,0.0,0.0,81.0
6972,81.0,7.0,9.0,1028.0,cv,2.67,0.0,0.0,79.0
6973,79.0,7.0,10.0,1027.0,SE,1.79,0.0,0.0,89.0
6974,89.0,7.0,10.0,1026.0,SE,3.58,0.0,0.0,93.0
6975,93.0,7.0,11.0,1026.0,cv,1.79,0.0,0.0,87.0
6976,87.0,7.0,10.0,1026.0,SE,1.79,0.0,0.0,93.0
6977,93.0,7.0,11.0,1027.0,cv,0.89,0.0,0.0,84.0
6978,84.0,7.0,11.0,1027.0,cv,1.34,0.0,0.0,79.0
6979,79.0,8.0,10.0,1027.0,SE,0.89,0.0,0.0,89.0
6980,89.0,8.0,10.0,1028.0,NE,0.89,0.0,0.0,88.0
6981,88.0,8.0,10.0,1028.0,SE,0.89,0.0,0.0,82.0
6982,82.0,7.0,9.0,1029.0,SE,2.68,0.0,0.0,92.0
6983,92.0,7.0,9.0,1029.0,SE,4.47,0.0,0.0,91.0
6984,91.0,6.0,9.0,1029.0,SE,6.26,0.0,0.0,83.0
6985,83.0,6.0,9.0,1028.0,SE,8.05,0.0,0.0,80.0
6986,80.0,7.0,9.0,1028.0,cv,0.89,0.0,0.0,82.0
6987,82.0,7.0,8.0,1028.0,cv,1.78,0.0,0.0,88.0
6988,88.0,7.0,8.0,1028.0,SE,1.79,0.0,0.0,92.0
6989,92.0,6.0,8.0,1028.0,NE,1.79,0.0,0.0,81.0
6990,81.0,7.0,8.0,1028.0,NE,2.68,0.0,0.0,79.0
6991,79.0,7.0,8.0,1028.0,cv,0.89,0.0,0.0,86.0
6992,86.0,6.0,8.0,1028.0,NW,0.89,0.0,0.0,84.0
6993,84.0,6.0,8.0,1029.0,NE,0.89,0.0,0.0,75.0
6994,75.0,7.0,9.0,1029.0,cv,0.89,0.0,0.0,82.0
6995,82.0,6.0,9.0,1029.0,NE,1.79,0.0,0.0,89.0
6996,89.0,7.0,10.0,1028.0,NW,1.79,0.0,0.0,74.0
6997,74.0,6.0,10.0,1028.0,cv,0.89,0.0,0.0,87.0
6998,87.0,6.0,10.0,1027.0,cv,1.78,0.0,0.0,79.0
6999,79.0,6.0,10.0,1026.0,cv,2.67,0.0,0.0,81.0
7000,81.0,7.0,10.0,1026.0,cv,3.56,0.0,0.0,78.0
7001,78.0,7.0,10.0,1026.0,NE,1.79,0.0,0.0,73.0
7002,73.0,7.0,10.0,1025.0,NE,2.68,0.0,0.0,80.0
7003,80.0,7.0,10.0,1026.0,NE,3.57,0.0,0.0,74.0
7004,74.0,7.0,10.0,1026.0,cv,0.89,0.0,0.0,85.0
7005,85.0,7.0,9.0,1026.0,NE,0.89,0.0,0.0,91.0
7006,91.0,7.0,9.0,1026.0,NE,1.78,0.0,0.0,86.0
7007,86.0,7.0,9.0,1026.0,cv,0.45,0.0,0.0,84.0
7008,84.0,7.0,9.0,1026.0,cv,0.9,0.0,0.0,88.0
7009,88.0,8.0,9.0,1025.0,cv,1.35,0.0,0.0,92.0
7010,92.0,8.0,9.0,1025.0,NE,0.89,0.0,0.0,93.0
7011,93.0,8.0,9.0,1025.0,cv,0.45,0.0,0.0,98.0
7012,98.0,8.0,9.0,1024.0,NW,0.89,0.0,0.0,101.0
7013,101.0,8.0,9.0,1024.0,NW,1.78,0.0,0.0,102.0
7014,102.0,8.0,9.0,1023.0,NE,0.89,0.0,0.0,95.0
7015,95.0,8.0,9.0,1023.0,cv,0.45,0.0,0.0,100.0
7016,100.0,8.0,9.0,1023.0,NW,0.89,0.0,0.0,103.0
7017,103.0,8.0,10.0,1024.0,NE,0.89,0.0,0.0,115.0
7018,115.0,8.0,10.0,1024.0,NE,1.78,0.0,0.0,130.0
7019,130.0,8.0,10.0,1024.0,cv,0.89,0.0,0.0,140.0
7020,140.0,8.0,11.0,1023.0,NE,1.79,0.0,0.0,154.0
7021,154.0,8.0,11.0,1023.0,cv,0.89,0.0,0.0,172.0
7022,172.0,8.0,12.0,1022.0,NE,1.79,0.0,0.0,151.0
7023,151.0,9.0,12.0,1021.0,cv,0.89,0.0,0.0,127.0
7024,127.0,9.0,12.0,1021.0,SE,1.79,0.0,0.0,109.0
7025,109.0,8.0,12.0,1021.0,SE,3.58,0.0,0.0,105.0
7026,105.0,8.0,12.0,1021.0,SE,5.37,0.0,0.0,96.0
7027,96.0,8.0,12.0,1020.0,SE,6.26,0.0,0.0,115.0
7028,115.0,9.0,11.0,1021.0,SE,7.15,0.0,0.0,161.0
7029,161.0,10.0,11.0,1021.0,NE,0.89,0.0,0.0,180.0
7030,180.0,9.0,11.0,1021.0,cv,0.89,0.0,0.0,179.0
7031,179.0,9.0,11.0,1021.0,NE,0.89,0.0,0.0,179.0
7032,179.0,9.0,11.0,1021.0,NE,1.78,0.0,0.0,184.0
7033,184.0,9.0,11.0,1021.0,NE,2.67,0.0,0.0,176.0
7034,176.0,9.0,11.0,1021.0,NE,3.56,0.0,0.0,164.0
7035,164.0,9.0,11.0,1021.0,cv,0.45,0.0,0.0,152.0
7036,152.0,9.0,11.0,1020.0,cv,1.34,0.0,0.0,143.0
7037,143.0,9.0,11.0,1020.0,NW,0.89,0.0,0.0,142.0
7038,142.0,9.0,10.0,1021.0,NW,1.78,0.0,0.0,137.0
7039,137.0,9.0,10.0,1021.0,NW,3.57,0.0,0.0,145.0
7040,145.0,9.0,10.0,1021.0,NW,4.46,0.0,0.0,146.0
7041,146.0,9.0,11.0,1021.0,NE,0.89,0.0,0.0,147.0
7042,147.0,9.0,11.0,1022.0,cv,0.89,0.0,0.0,154.0
7043,154.0,9.0,12.0,1022.0,cv,1.78,0.0,0.0,161.0
7044,161.0,9.0,12.0,1021.0,NE,1.79,0.0,0.0,165.0
7045,165.0,9.0,12.0,1021.0,SE,1.79,0.0,0.0,161.0
7046,161.0,10.0,13.0,1020.0,cv,0.89,0.0,0.0,162.0
7047,162.0,10.0,13.0,1019.0,NE,1.79,0.0,0.0,182.0
7048,182.0,10.0,13.0,1019.0,cv,0.89,0.0,0.0,201.0
7049,201.0,10.0,13.0,1019.0,cv,1.78,0.0,0.0,197.0
7050,197.0,11.0,13.0,1019.0,NE,0.89,0.0,0.0,201.0
7051,201.0,11.0,12.0,1019.0,NE,1.78,0.0,0.0,195.0
7052,195.0,10.0,12.0,1020.0,NW,1.79,0.0,0.0,204.0
7053,204.0,10.0,12.0,1020.0,NE,0.89,0.0,0.0,187.0
7054,187.0,10.0,12.0,1020.0,cv,0.89,0.0,0.0,174.0
7055,174.0,10.0,12.0,1021.0,NW,1.79,0.0,0.0,174.0
7056,174.0,10.0,12.0,1020.0,NW,4.92,0.0,0.0,178.0
7057,178.0,10.0,12.0,1020.0,NW,6.71,0.0,0.0,164.0
7058,164.0,10.0,12.0,1020.0,NW,8.5,0.0,0.0,158.0
7059,158.0,10.0,12.0,1020.0,cv,0.89,0.0,0.0,158.0
7060,158.0,10.0,11.0,1019.0,cv,1.78,0.0,0.0,158.0
7061,158.0,10.0,12.0,1019.0,cv,2.67,0.0,0.0,160.0
7062,160.0,10.0,12.0,1019.0,NW,1.79,0.0,1.0,164.0
7063,164.0,10.0,11.0,1019.0,NW,3.58,0.0,2.0,167.0
7064,167.0,11.0,11.0,1019.0,NW,4.47,0.0,3.0,173.0
7065,173.0,11.0,12.0,1020.0,cv,0.89,0.0,4.0,179.0
7066,179.0,11.0,12.0,1020.0,NE,0.89,0.0,0.0,188.0
